country;countryAlt;countryFirstName;countryLastName;countryName;region;score;scoreFirstName;scoreLastName;script;subRegion;topRegion;full_name;gender;source
SE;NO;SE;SE;Sweden;Europe;3.5517723361832103;3.470573823161502;0.9091705094764404;LATIN;Northern Europe;Europe;ulf stenestrand;m;pubmed
IE;GB;IE;SE;Ireland;Europe;4.636787524631291;4.1056974842163445;1.5048425506118959;LATIN;Northern Europe;Europe;william stenson;m;pubmed
GB;GB;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.065354414536383;0.8634274136430992;2.2810924029323503;LATIN;Northern Europe;Europe;iain stephenson;m;pubmed
GR;GR;IE;GR;Greece;Europe;3.060015341530085;4.026540019560594;3.3840820650073;LATIN;Southern Europe;Europe;kathleen stergiopoulos;f;pubmed
IE;GB;IE;GB;Ireland;Europe;3.3674771224161972;2.7012080723616085;1.4056390020464409;LATIN;Northern Europe;Europe;timothy sterling;m;pubmed
AT;DE;AT;IL;Austria;Europe;4.140588801857772;3.856759419473204;1.4538119697320668;LATIN;Western Europe;Europe;michael stern;m;pubmed
GB;NL;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.444855736841105;2.5280694455386556;2.21371360514521;LATIN;Northern Europe;Europe;scott stevens;m;pubmed
GB;GB;PL;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.4845912987977314;3.533121576100775;3.0309688066015297;LATIN;Northern Europe;Europe;adam steventon;m;pubmed
GB;IE;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;4.597061682731466;2.5280694455386556;3.8028166911745984;LATIN;Northern Europe;Europe;scott stewart;m;pubmed
LK;LA;KM;DE;Sri Lanka;Asia;0.01326962164375756;0.07011812223664576;0.1972077597254097;LATIN;Southern Asia;Asia;chad stickrath;m;pubmed
GB;GB;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.4674110389399018;0.5905452315267813;2.8531372316484904;LATIN;Northern Europe;Europe;ian stiell;m;pubmed
DE;AT;AM;AT;Germany;Europe;2.2518537001384282;3.931926272220131;2.049847206087696;LATIN;Western Europe;Europe;karen stockl;f;pubmed
GB;IE;KG;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.0671586847104293;0.6257267684201727;1.8898685503016197;LATIN;Northern Europe;Europe;tim stokes;m;pubmed
GB;NG;UG;DE;United Kingdom of Great Britain and Northern Ireland;Europe;0.6677145540558782;1.124434002742847;0.3366793231293078;LATIN;Northern Europe;Europe;rachael stolzenberg-solomon;f;pubmed
GB;ZA;SI;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.11658737853015;1.0686867062024374;1.5232164942324264;LATIN;Northern Europe;Europe;gregg stone;m;pubmed
GB;GB;IE;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.3566297009681776;2.1284963822814147;2.664949248327645;LATIN;Northern Europe;Europe;katherine stothard;f;pubmed
IT;IT;IT;IT;Italy;Europe;3.692901569535571;2.3387193972298608;2.1163920775900342;LATIN;Southern Europe;Europe;saverio stranges;m;pubmed
DE;AT;AT;DE;Germany;Europe;2.8415642769143616;3.2680726199256376;1.9608230428106963;LATIN;Western Europe;Europe;sabine straus;f;pubmed
IT;IT;IT;IT;Italy;Europe;4.526369734239811;3.968967386437262;2.5406475784779072;LATIN;Southern Europe;Europe;pasquale striano;m;pubmed
DE;DE;KH;DE;Germany;Europe;2.121784039129007;1.1946224485966397;1.3738619988745466;LATIN;Western Europe;Europe;thea strieder;f;pubmed
GB;ZA;GB;DE;United Kingdom of Great Britain and Northern Ireland;Europe;-0.6293452555636079;1.595715617975637;-0.02918719002501185;LATIN;Northern Europe;Europe;alison stuebe;f;pubmed
AT;DE;KG;AT;Austria;Europe;3.2818990514000363;1.0906129253988222;3.2724820447684264;LATIN;Western Europe;Europe;til stürmer;m;pubmed
ES;ES;PT;ES;Spain;Europe;5.389049828749258;4.8266448832861695;3.7305179614152495;LATIN;Southern Europe;Europe;pedro suárez;m;pubmed
IN;IN;IN;IN;India;Asia;2.004966200036479;1.6804155485822174;1.4532762062018818;LATIN;Southern Asia;Asia;sachin sud;m;pubmed
DE;DE;PL;DE;Germany;Europe;4.019787686753183;2.8650986935716536;3.289632729562633;LATIN;Western Europe;Europe;sebastian suerbaum;m;pubmed
IE;GB;NL;IE;Ireland;Europe;3.164821420831939;1.2636213990417335;2.724977185106653;LATIN;Northern Europe;Europe;mark sullivan;m;pubmed
IE;GB;IE;IE;Ireland;Europe;5.543010450069361;3.884192270932228;2.724977185106653;LATIN;Northern Europe;Europe;catherine sullivan;f;pubmed
GB;IE;IE;GB;United Kingdom of Great Britain and Northern Ireland;Europe;1.9603647584710984;2.8050116000841085;1.767933641076365;LATIN;Northern Europe;Europe;anne sumner;f;pubmed
CN;CN;CN;CN;China;Asia;4.90169759912267;1.9328130753670965;4.244339382623742;LATIN;Eastern Asia;Asia;qi sun;m;pubmed
CN;CN;CN;CN;China;Asia;4.549671656441981;0.5732917027039093;4.244339382623742;LATIN;Eastern Asia;Asia;xin sun;u;pubmed
IN;IN;NP;IN;India;Asia;2.8496814792189564;2.5053473635092143;2.4636848880563007;LATIN;Southern Asia;Asia;shyam sundar;m;pubmed
CM;KR;CM;KR;Cameroon;Africa;2.766213754986893;3.783316642121206;2.996728134383571;LATIN;Middle Africa;Africa;joseph sung;m;pubmed
NO;SE;NO;AM;Norway;Europe;1.8547709706997373;3.594409510407902;-0.3348657409739688;LATIN;Northern Europe;Europe;pål surén;m;pubmed
IN;IN;MU;IN;India;Asia;1.8908213541545704;2.214398089456102;1.0338456442604262;LATIN;Southern Asia;Asia;rakesh suri;m;pubmed
TH;IN;CY;LS;Thailand;Asia;-0.6092317615267823;-0.00017720743006416158;0.20772480995856324;LATIN;South-Eastern Asia;Asia;nanthia suthana;f;pubmed
KP;SE;KP;IE;Korea, Democratic People's Republic of;Asia;5.129107105737272;9.404353009163954;1.1231029740816616;LATIN;Eastern Asia;Asia;kim sutton-tyrrell;f;pubmed
SE;SE;DK;SE;Sweden;Europe;5.262160864497379;4.0859987448970285;4.290651314608197;LATIN;Northern Europe;Europe;henrik svanström;m;pubmed
GB;AM;HK;GB;United Kingdom of Great Britain and Northern Ireland;Europe;1.101758849466929;0.6926339842929453;0.4798269992383472;LATIN;Northern Europe;Europe;gary swan;m;pubmed
CM;BF;CF;NP;Cameroon;Africa;1.237599051277955;3.0041936364456183;-0.5751872320585489;LATIN;Middle Africa;Africa;philippe szapary;m;pubmed
GH;NG;GB;GH;Ghana;Africa;3.913675044654005;1.6770566527791289;3.0120745192537384;LATIN;Western Africa;Africa;harry tagbor;m;pubmed
SD;EG;YE;SD;Sudan;Africa;2.7428035875435905;2.0339141924740667;3.3961430361980343;LATIN;Northern Africa;Africa;taha taha;m;pubmed
LB;SN;GB;BD;Lebanon;Asia;-0.8801507535492374;1.4329601152339748;-0.288447115547708;LATIN;Western Asia;Asia;philippa talmud;f;pubmed
GB;ZA;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.9992268326031235;1.4248517056653809;1.8623119827568588;LATIN;Northern Europe;Europe;robyn tamblyn;f;pubmed
EE;DE;SK;EE;Estonia;Europe;1.7770496673984184;3.485274088810552;0.3654281644754544;LATIN;Northern Europe;Europe; martin tammemagi;m;pubmed
JP;JP;JP;JP;Japan;Asia;4.499289006697445;3.417811242097544;3.3287749244748683;LATIN;Eastern Asia;Asia;masahiro tanaka;m;pubmed
CN;CN;CN;CN;China;Asia;4.130346501580945;0.7536124404922994;3.694230418275857;LATIN;Eastern Asia;Asia;ning tang;f;pubmed
IN;IN;IN;IN;India;Asia;2.6142285968841614;2.088811499237189;1.995538848144188;LATIN;Southern Asia;Asia;navdeep tangri;m;pubmed
DE;IE;DE;CH;Germany;Europe;2.732590468628964;2.6202756618352203;0.7201976188356716;LATIN;Western Europe;Europe;richard tannen;m;pubmed
DE;IL;PT;DE;Germany;Europe;1.3582112231017425;-0.14504938557485667;2.055916900516118;LATIN;Western Europe;Europe;cara tannenbaum;f;pubmed
IE;GB;IE;GB;Ireland;Europe;4.55082293614892;3.884192270932228;1.3586772309576856;LATIN;Northern Europe;Europe;catherine tansey;f;pubmed
GB;GB;UG;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.9909065774100125;1.6033927990874888;1.9169691878059;LATIN;Northern Europe;Europe;carolyn tarrant;f;pubmed
AL;GB;BW;RU;Albania;Europe;0.11156984609741114;1.9010029096129488;0.4171298989212897;LATIN;Southern Europe;Europe;donald tashkin;m;pubmed
IE;IN;UG;JP;Ireland;Europe;0.4809556876063496;1.8957805386335287;0.03294854235058565;LATIN;Northern Europe;Europe;deborah tate;f;pubmed
JP;AM;JP;JP;Japan;Asia;2.0262051599390123;1.2910446583824358;0.7991994441204012;LATIN;Eastern Asia;Asia;eriko tateishi-yuyama;u;pubmed
IT;PT;IT;PT;Italy;Europe;1.9802573905216947;3.4558332524684663;0.9312919274615076;LATIN;Southern Europe;Europe;angelo taveira-dasilva;m;pubmed
GB;IE;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;4.187397828345136;2.005716123944313;3.249196817179556;LATIN;Northern Europe;Europe;kathryn taylor;f;pubmed
CY;CY;CY;CY;Cyprus;Asia;3.7923424740813134;1.0093116095825003;2.932623292157197;LATIN;Western Asia;Asia;paris tekkis;m;pubmed
PT;IT;RS;PT;Portugal;Europe;1.4947005271605205;-0.1027879615092698;1.9522760010497529;LATIN;Southern Europe;Europe;milena gurgel teles;f;pubmed
NL;NL;NL;NL;Netherlands;Europe;4.132589485893727;1.4039633876631703;3.380490907971124;LATIN;Western Europe;Europe;marije ten wolde;f;pubmed
ES;CM;UG;ES;Spain;Europe;1.2252222047741141;2.221503537076888;0.4279680082976212;LATIN;Southern Europe;Europe;joan teno;f;pubmed
TR;TR;IS;TR;Turkey;Asia;3.303741880254385;4.122244860438938;3.0283856815966392;LATIN;Western Asia;Asia;gunnar tepe;m;pubmed
JP;JP;JP;JP;Japan;Asia;3.4822346786034304;2.1587605247178767;2.854893851011187;LATIN;Eastern Asia;Asia;teruhiko terasawa;m;pubmed
GB;IE;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.325810275490918;2.005716123944313;0.7587364848264132;LATIN;Northern Europe;Europe;kathryn terry;f;pubmed
GR;CY;GR;GR;Greece;Europe;4.812444624180243;4.25233450790554;1.000629612530873;LATIN;Southern Europe;Europe;george thanassoulis;m;pubmed
IN;IN;IN;IN;India;Asia;2.6272310839843303;0.3715351105122557;2.789796596633832;LATIN;Southern Asia;Asia;sudhin thayyil;m;pubmed
CI;ID;FR;CI;Cote d'Ivoire;Africa;2.1802179878462997;1.9298387410616056;1.8227599542747503;LATIN;Western Africa;Africa;chloe thio;f;pubmed
GB;IE;IE;;United Kingdom of Great Britain and Northern Ireland;Europe;1.7475987083324134;1.2646717138323245;2.0453856279761125;LATIN;Northern Europe;Europe;randal thomas;m;pubmed
IE;LR;IE;GB;Ireland;Europe;3.6096790661864704;2.7063854755883754;2.4550809971071432;LATIN;Northern Europe;Europe;matthew thompson;m;pubmed
DK;DK;DE;DK;Denmark;Europe;3.7103658747672417;0.7937623436476885;4.567087601996572;LATIN;Northern Europe;Europe;reimar thomsen;m;pubmed
DK;DK;DK;DK;Denmark;Europe;5.3545478795311015;3.3232371398602285;4.567087601996572;LATIN;Northern Europe;Europe;mette thomsen;f;pubmed
GB;CN;NL;MZ;United Kingdom of Great Britain and Northern Ireland;Europe;0.5677804752873652;1.895553872622873;0.07025609918338954;LATIN;Northern Europe;Europe;jeffrey tice;m;pubmed
CD;BF;CD;ML;Congo, Democratic Republic of the;Africa;2.1714282561652682;2.4952896895960497;0.2913615654046942;LATIN;Middle Africa;Africa;justin timbie;m;pubmed
IE;IT;IE;IT;Ireland;Europe;4.514238578014846;4.761652112434786;0.9630058732368744;LATIN;Northern Europe;Europe;mary tinetti;f;pubmed
IE;CN;IE;CN;Ireland;Europe;1.974598733149897;2.4702116015036424;1.50965492850398;LATIN;Northern Europe;Europe;henry ting;m;pubmed
IL;IL;IR;IL;Israel;Asia;3.6669164792763835;3.2740661626861365;3.3333661351224784;LATIN;Western Asia;Asia;amir tirosh;m;pubmed
MY;MY;LA;MY;Malaysia;Asia;2.8659441850036336;0.5433257429189376;2.177800871467865;LATIN;South-Eastern Asia;Asia;sengwee toh;m;pubmed
NL;KH;NL;KH;Netherlands;Europe;1.8684534116075269;1.682665187714363;0.5759845380232421;LATIN;Western Europe;Europe;wietse tol;m;pubmed
IT;IT;SE;IT;Italy;Europe;3.516496231184346;2.8550711343764057;2.743410869080965;LATIN;Southern Europe;Europe;cecilia tomassini;f;pubmed
RU;LR;RW;RU;Russian Federation;Europe;0.4674262587138331;3.0128319564193564;0.7716572389404583;LATIN;Eastern Europe;Europe;eric topol;m;pubmed
IS;SE;SK;IS;Iceland;Europe;2.2019763911714767;4.7530007197911806;0.3813047969178237;LATIN;Northern Europe;Europe;anna tosteson;f;pubmed
IR;IR;LT;IR;Iran (Islamic Republic of);Asia;3.257457259991678;0.09330660942116537;2.760217055046013;LATIN;Southern Asia;Asia;amytis towfighi;f;pubmed
IE;GB;IE;GB;Ireland;Europe;4.5713378410944285;2.8050116000841085;2.7906402673126625;LATIN;Northern Europe;Europe;anne townsend;f;pubmed
GR;CY;ES;GR;Greece;Europe;2.284779129267079;2.3481565121248784;1.5089520930115927;LATIN;Southern Europe;Europe;antonia trichopoulou;f;pubmed
IE;GB;IE;IL;Ireland;Europe;3.3736808045945788;3.8306851754295272;0.7373974265154383;LATIN;Northern Europe;Europe;elizabeth tronstein;f;pubmed
DE;DE;LA;DE;Germany;Europe;3.049838233908768;-0.26766008994157664;2.711482338212572;LATIN;Western Europe;Europe; bourdin trunz;f;pubmed
TW;CN;AT;TW;Taiwan;Asia;6.020914320297973;4.0894576561707545;6.4765263147045005;LATIN;Eastern Asia;Asia;thomas tsai;m;pubmed
TW;CN;TW;TW;Taiwan;Asia;4.716748743099876;0.2381087026488333;5.080738529635989;LATIN;Eastern Asia;Asia;chin-lin tseng;m;pubmed
CN;CN;NL;CN;China;Asia;3.354345790593555;1.8826736337170111;2.9652304007278345;LATIN;Eastern Asia;Asia;judith tsui;f;pubmed
CN;VN;IE;VN;China;Asia;1.9707387859143308;1.5530264566648255;2.15832061326972;LATIN;Eastern Asia;Asia;roderick tung;m;pubmed
FI;FI;LR;FI;Finland;Europe;2.875120415348529;2.2583626596316013;2.8393689367468165;LATIN;Northern Europe;Europe;ruth tuomala;f;pubmed
GB;GB;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;4.08019220937987;1.7273167266031568;3.2990302819303543;LATIN;Northern Europe;Europe;lindsay turnbull;f;pubmed
IE;GB;ZW;GB;Ireland;Europe;3.423232534008561;2.5733822517026965;2.1351808073988776;LATIN;Northern Europe;Europe;charles turner;m;pubmed
AT;GB;SI;GB;Austria;Europe;3.6742548378658393;3.5575914083540305;2.1351808073988776;LATIN;Western Europe;Europe;barbara turner;f;pubmed
GR;CY;GR;GR;Greece;Europe;4.040862975867034;3.643765134408447;0.8666407240392441;LATIN;Southern Europe;Europe;ioanna tzoulaki;f;pubmed
JP;JP;JP;JP;Japan;Asia;3.6770036689099372;0.9483070617880928;3.4606853272250597;LATIN;Eastern Asia;Asia;kanji uchida;m;pubmed
JP;KE;IE;JP;Japan;Asia;1.6406162357449394;3.0784607023881936;2.47287942179994;LATIN;Eastern Asia;Asia;edward uchio;m;pubmed
BE;CH;CF;BE;Belgium;Europe;2.13853090587091;2.638475166095412;1.3973669209305557;LATIN;Western Europe;Europe;andré uitterlinden;m;pubmed
AT;DE;AT;AT;Austria;Europe;3.4047987282835765;3.7295553578821936;0.33640540030404514;LATIN;Western Europe;Europe;jürgen unützer;m;pubmed
IN;IN;NP;IN;India;Asia;3.2645079137471438;2.5595425364408504;3.388798317411431;LATIN;Southern Asia;Asia;ashish upadhyay;m;pubmed
GB;IE;IE;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.387373535674933;0.8482945997580641;2.8379256862704354;LATIN;Northern Europe;Europe;christopher murray;u;pubmed
TR;TR;CH;TR;Turkey;Asia;1.982457604330276;2.9472731264352166;2.2732742266794683;LATIN;Western Asia;Asia;daniel uslan;m;pubmed
NG;IQ;NG;NG;Nigeria;Africa;4.453725949720161;2.877017845559532;2.4937943926563872;LATIN;Western Africa;Africa;olalekan uthman;m;pubmed
IT;IT;UG;IT;Italy;Europe;3.5498664434186056;1.6306857712845009;3.0579214220426;LATIN;Southern Europe;Europe;viola vaccarino;f;pubmed
IN;IN;LK;IN;India;Asia;2.5664602815589426;1.4315702088678437;2.4879880483245453;LATIN;Southern Asia;Asia;anjana vaidya;f;pubmed
EE;FR;CM;EE;Estonia;Europe;0.45701187393466597;1.9147264043070704;0.6612490322020901;LATIN;Northern Europe;Europe;nestor vain;m;pubmed
IT;IT;BA;IT;Italy;Europe;2.3443562600448886;2.9122770907049915;1.4719334988760167;LATIN;Southern Europe;Europe;dino vaira;m;pubmed
PT;IE;IE;PT;Portugal;Europe;1.479523424274641;1.2313839818688666;1.3260971638329866;LATIN;Southern Europe;Europe;margarite vale;f;pubmed
ES;IT;ES;ES;Spain;Europe;4.887291889971676;4.579498401470699;0.9205741295970542;LATIN;Southern Europe;Europe;juan valle;m;pubmed
FR;FR;BE;FR;France;Europe;3.9818214820633053;2.0887909762501145;3.087904605166373;LATIN;Western Europe;Europe;sophie valleix;f;pubmed
NL;NL;NL;NL;Netherlands;Europe;4.14415009337144;1.8007684441385148;3.2179103124339234;LATIN;Western Europe;Europe;willemien van de water;f;pubmed
NL;NL;AT;NL;Netherlands;Europe;4.314230561719026;3.4353698310780114;3.6660237363448434;LATIN;Western Europe;Europe;ingrid van den broek;f;pubmed
BE;NL;IE;BE;Belgium;Europe;4.481011602775321;1.8859867382698283;3.714419396920405;LATIN;Western Europe;Europe;ann van den bruel;f;pubmed
NL;NL;ZW;NL;Netherlands;Europe;4.261457900142551;1.2697776409517445;3.617197185053912;LATIN;Western Europe;Europe;wilbert van den hout;m;pubmed
NL;DE;DE;NL;Netherlands;Europe;3.7693503649871225;3.546902533597984;3.4019019275969438;LATIN;Western Europe;Europe;paul van der linden;m;pubmed
NL;NL;SE;NL;Netherlands;Europe;3.647661208930869;2.404279093381096;3.4495142850992613;LATIN;Western Europe;Europe;jenny van der steen;f;pubmed
NL;BE;NL;VN;Netherlands;Europe;2.3873427522278323;1.5316498655413504;2.0109819304954244;LATIN;Western Europe;Europe;merel van maarle;f;pubmed
NL;BE;NL;VN;Netherlands;Europe;2.7065730432887;3.061762637812678;1.2847050060057446;LATIN;Western Europe;Europe;wouter van marken lichtenbelt;m;pubmed
NL;NL;IT;NL;Netherlands;Europe;4.0696777907667006;3.3212620231551826;3.3563218832464603;LATIN;Western Europe;Europe;marco van strijen;m;pubmed
NL;NL;SE;NL;Netherlands;Europe;3.976711515945994;2.1245679354621743;3.533689480090753;LATIN;Western Europe;Europe;carl van walraven;m;pubmed
NL;BE;NL;NL;Netherlands;Europe;2.547868206809236;1.2636213990417335;1.5668841493508237;LATIN;Western Europe;Europe;mark vander lugt;m;pubmed
GB;GB;NL;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.380604927177873;1.2636213990417335;2.93095701503461;LATIN;Northern Europe;Europe;mark vanderpump;m;pubmed
IN;IN;IN;IN;India;Asia;2.4963740163178594;1.6845012485038564;1.767706750801684;LATIN;Southern Asia;Asia;ramachandran vasan;m;pubmed
GR;GR;GR;GR;Greece;Europe;4.088255242633626;2.7353436098347035;2.9315777157222813;LATIN;Southern Europe;Europe;despoina vasilakou;f;pubmed
GB;IT;AT;IT;United Kingdom of Great Britain and Northern Ireland;Europe;3.1530851880600523;2.6730446392299254;2.394367791480897;LATIN;Northern Europe;Europe;robert vassallo;m;pubmed
NL;NL;NL;NL;Netherlands;Europe;4.146490641920054;1.402300689215139;3.446147205076489;LATIN;Western Europe;Europe;talitha verhoef;f;pubmed
BY;RU;BY;IL;Belarus;Europe;4.886121108930758;6.242122687578138;0.8597970561560139;LATIN;Eastern Europe;Europe;yury verlinsky;m;pubmed
NL;NL;CH;NL;Netherlands;Europe;4.568256396449732;2.574839207700552;3.7931162115020127;LATIN;Western Europe;Europe;marcel verweij;m;pubmed
FI;FI;FI;FI;Finland;Europe;4.242428871777334;3.1596850498832;2.7188831842651027;LATIN;Northern Europe;Europe;timo vesikari;m;pubmed
DK;DK;DK;DK;Denmark;Europe;5.217885311139987;3.580161491923964;3.690262585825789;LATIN;Northern Europe;Europe;mogens vestergaard;m;pubmed
IE;GB;UG;GB;Ireland;Europe;3.622150579988997;3.0815465695191566;2.5065545282390365;LATIN;Northern Europe;Europe;andrew vickers;m;pubmed
NG;KE;UG;NG;Nigeria;Africa;2.3817540494833707;3.4569322241158487;2.7886004276540857;LATIN;Western Africa;Africa;ronald victor;m;pubmed
IS;ES;ES;LK;Iceland;Europe;0.984617263238962;2.185555133689344;-0.13137087883795354;LATIN;Northern Europe;Europe;maría vidán;f;pubmed
ES;DK;KE;ES;Spain;Europe;1.5764466679171167;2.1514970754739915;1.8945674533473609;LATIN;Southern Europe;Europe;dennis villareal;m;pubmed
IN;IN;IN;IN;India;Asia;2.7891558537035994;1.219993922441087;2.8069933343123066;LATIN;Southern Asia;Asia;ajeet vinayak;m;pubmed
FR;FR;FR;FR;France;Europe;4.837065233637972;2.7258011570118788;3.764033409914066;LATIN;Western Europe;Europe;sébastien vincendeau;m;pubmed
FR;NG;FR;NG;France;Europe;3.4799858766427456;2.061146624511855;2.4605124339052087;LATIN;Western Europe;Europe;jean-louis vincent;m;pubmed
GB;IL;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.37397828078258;2.4000729254871622;0.8489081137537515;LATIN;Northern Europe;Europe;russell viner;m;pubmed
RU;RU;UA;RU;Russian Federation;Europe;3.7564330723206334;1.3721184071289088;3.3460078544491862;LATIN;Eastern Europe;Europe;yana vinogradova;f;pubmed
OM;PK;OM;PK;Oman;Asia;3.7405293759348814;5.010137864704187;2.2238529425873828;LATIN;Western Asia;Asia;salim virani;m;pubmed
FI;FI;FI;FI;Finland;Europe;5.233357171317857;3.6588492896540807;4.089281055316119;LATIN;Northern Europe;Europe;kirsi virtanen;f;pubmed
IN;NP;NP;IN;India;Asia;3.298530727098912;3.3860839900655075;1.3898656823787925;LATIN;Southern Asia;Asia;deepak vivekananthan;m;pubmed
BE;NL;BE;BE;Belgium;Europe;3.9880664459302486;3.5296788885086072;1.5181906001187384;LATIN;Western Europe;Europe;dirk vlasselaers;m;pubmed
DE;IE;GH;DE;Germany;Europe;2.0350020875022965;2.253626811209516;1.531620961788405;LATIN;Western Europe;Europe;benjamin voight;m;pubmed
IT;PT;IT;IN;Italy;Europe;2.7795712960874908;3.4558332524684663;0.4760514435695422;LATIN;Southern Europe;Europe;angelo volandes;m;pubmed
DE;AT;AT;SI;Germany;Europe;2.9139642868621927;3.856759419473204;1.6240585244674688;LATIN;Western Europe;Europe;michael volk;m;pubmed
NL;NL;UG;NL;Netherlands;Europe;4.433162604024048;3.4569322241158487;3.5840246843502914;LATIN;Western Europe;Europe;ronald van vollenhoven;m;pubmed
DE;DE;BE;DE;Germany;Europe;3.2609275443803485;1.9065135778537967;2.745673395442497;LATIN;Western Europe;Europe;kevin volpp;m;pubmed
IN;IN;NP;IN;India;Asia;2.5589253601764343;1.948107660672424;2.172542527866741;LATIN;Southern Asia;Asia;ajay vora;m;pubmed
TH;BE;TH;TH;Thailand;Asia;3.0123864270196776;1.8978587377707783;1.747433883459045;LATIN;South-Eastern Asia;Asia;uraiwan vuttanont;u;pubmed
GB;GB;UG;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.826553746642592;1.8869659374978405;2.8413827510032323;LATIN;Northern Europe;Europe;claire waddington;f;pubmed
SE;SE;IS;SE;Sweden;Europe;3.4983539775544417;-0.5148506609881793;2.9668430498626703;LATIN;Northern Europe;Europe;margda waern;f;pubmed
NO;GB;NO;GB;Norway;Europe;1.051504168744136;2.3850603571246296;0.4778802243709295;LATIN;Northern Europe;Europe;tor wager;m;pubmed
IE;GB;IE;DE;Ireland;Europe;4.218726437982573;3.7976064480559013;1.9494312830192453;LATIN;Northern Europe;Europe;john wagner;m;pubmed
SE;SE;NO;SE;Sweden;Europe;4.488674221461093;2.910899938899268;3.2357924213092057;LATIN;Northern Europe;Europe;nils wahlgren;m;pubmed
DE;DE;CH;DE;Germany;Europe;3.794935678070313;3.139790851188645;2.9642188572110064;LATIN;Western Europe;Europe;hans wahrenberg;m;pubmed
GB;ET;BE;ET;United Kingdom of Great Britain and Northern Ireland;Europe;1.6032445401982311;1.2878376694251965;0.89662912316909;LATIN;Northern Europe;Europe;melissa wake;f;pubmed
GB;GB;CH;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.494625241382643;2.003038756516087;2.6812333915133597;LATIN;Northern Europe;Europe;melanie wakefield;f;pubmed
IL;GB;ZA;ML;Israel;Asia;1.1555168902744222;1.5292153929093562;0.1551092037641806;LATIN;Western Asia;Asia;rochelle walensky;f;pubmed
IN;IN;AT;IN;India;Asia;1.5771170449768648;1.1687892915888225;1.8174889966885204;LATIN;Southern Asia;Asia;lisa walke;f;pubmed
GB;CH;SI;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.071602034806112;4.978638958861437;2.5506160490549408;LATIN;Northern Europe;Europe;gregor walker;m;pubmed
CZ;GB;CZ;GB;Czech Republic;Europe;2.4754106808873892;4.2589079164249695;2.5506160490549408;LATIN;Eastern Europe;Europe;jan walker;f;pubmed
DE;DE;CZ;DE;Germany;Europe;2.647965478582795;4.2589079164249695;2.7678824371688875;LATIN;Western Europe;Europe;jan wallenborn;m;pubmed
IE;GB;RU;GB;Ireland;Europe;1.6062581576177055;4.6922486896681646;0.693319830554711;LATIN;Northern Europe;Europe;alexander walley;m;pubmed
IE;DK;IE;GB;Ireland;Europe;2.1113299435105475;2.8050116000841085;0.7039226743611898;LATIN;Northern Europe;Europe;anne walling;f;pubmed
IE;GB;IE;IE;Ireland;Europe;3.9378272365746185;2.7012080723616085;2.5561639443910797;LATIN;Northern Europe;Europe; timothy walsh;m;pubmed
IE;GB;IE;IE;Ireland;Europe;4.261946399553308;3.0784607023881936;2.5561639443910797;LATIN;Northern Europe;Europe;edward walsh;m;pubmed
IE;AT;AT;IE;Ireland;Europe;4.92181793416812;4.0894576561707545;2.5561639443910797;LATIN;Northern Europe;Europe;thomas walsh;m;pubmed
IE;GB;AT;IE;Ireland;Europe;2.9260553653963;0.806609740994334;2.5561639443910797;LATIN;Northern Europe;Europe;thom walsh;m;pubmed
DE;DE;AT;DE;Germany;Europe;3.038709796490928;2.8420869241626066;2.2017453859440983;LATIN;Western Europe;Europe;hannes wandt;m;pubmed
CN;TW;NE;CN;China;Asia;4.456454291289537;0.20449652746948666;5.43012632873003;LATIN;Eastern Asia;Asia;youfa wang;m;pubmed
CN;TW;ZW;CN;China;Asia;5.58572148003107;1.7930682841103849;5.43012632873003;LATIN;Eastern Asia;Asia;norman wang;m;pubmed
CN;TW;GB;CN;China;Asia;5.867086492023137;1.7886525349902271;5.43012632873003;LATIN;Eastern Asia;Asia;tracy wang;f;pubmed
CN;TW;CZ;CN;China;Asia;4.3006295802633705;0.5793610980926316;5.43012632873003;LATIN;Eastern Asia;Asia;amy wang;f;pubmed
CN;TW;BT;CN;China;Asia;5.3472448179883765;3.2678403566096823;5.43012632873003;LATIN;Eastern Asia;Asia;chen wang;u;pubmed
CN;TW;AT;CN;China;Asia;5.346706449763512;3.856759419473204;5.43012632873003;LATIN;Eastern Asia;Asia;michael wang;m;pubmed
