ethno;ethnoAlt;geoCountry;geoCountryAlt;score;script;full_name;gender;source
Chinese;Chinese;HK;HK;2.1395626084879025;LATIN;yungtai lo;m;wos
Chinese;Chinese;CN;CN;3.9190257332798977;LATIN;fanhui meng;m;wos
Egyptian;Egyptian;EG;EG;3.8153398700307406;LATIN;nagy mekhail;m;wos
Indian;Indian;IN;US;2.005196078174981;LATIN;pavadai elumalai;m;wos
Indian;Pakistanese;IN;IN;3.8199222200226366;LATIN;jayaprakash khanderi;m;wos
Chinese;Chinese;CN;CN;3.708709963638805;LATIN;zhongmao guo;m;wos
Chinese;Chinese;SG;SG;3.8928564194665416;LATIN;woon khiong chan;m;wos
Greek;Greek;GR;GR;3.626498656557688;LATIN;fragiskos kolisis;m;wos
Iranian;Jewish;IR;IR;5.18157371990482;LATIN;kiumars bahrami;m;wos
Greek;Greek;GR;GR;2.71000475243482;LATIN;kosmas stafilas;m;wos
Japanese;Japanese;JP;JP;4.718678286022333;LATIN;hayao kobayashi;m;wos
Malays;Mauritanian;MY;MR;3.933465700202252;LATIN;mohd bilal;m;wos
Chinese;Chinese;NZ;NZ;2.2322514305034438;LATIN;tiancen hu;m;wos
Irish;German;US;US;1.3119573450913564;LATIN;whitlow au;m;wos
Indian;Indian;NZ;IN;4.380080888395686;LATIN;shaji kumar;m;wos
German;Jewish;DE;DE;3.6970623388150505;LATIN;arnulf rosspeintner;m;wos
Japanese;Japanese;JP;JP;4.480904170508875;LATIN;setsuo mitsuda;m;wos
Turkish;Turkish;TR;GB;4.5893694452671125;LATIN;servet celik;m;wos
Turkish;Armenian;TR;TR;4.8460693430870325;LATIN;cenk gurbuz;m;wos
Japanese;Japanese;JP;JP;4.361669964561144;LATIN;yositaka obara;m;wos
Thai;Thai;TH;TH;5.085516853127186;LATIN;pornchai rachtanapun;m;wos
Romanian;Jewish;RO;RO;4.6907570095953;LATIN;costin antonescu;m;wos
Indian;Indian;IN;GB;1.1017629920217429;LATIN;sangiliyandi gurunathan;m;wos
Japanese;Japanese;JP;JP;4.898844410174215;LATIN;tetsuaki fujihara;m;wos
Iraqi;Syrian;IQ;SY;2.3714891575505717;LATIN;shaker mousa;m;wos
Greek;Greek;CY;CY;4.242817091630372;LATIN;aristophanis pallikaris;m;wos
Chinese;Chinese;CN;CN;5.088886546422888;LATIN;wuzhou wang;m;wos
Icelander;Icelander;IS;GB;5.156221417237645;LATIN;vilmundur gudnason;m;wos
Indian;Pakistanese;IN;IN;3.0972913284725023;LATIN;navindra seeram;m;wos
Thai;Thai;TH;TH;4.631098491498528;LATIN;tawat taesotikul;m;wos
Japanese;Japanese;JP;JP;4.424962395468966;LATIN;katsutaka oishi;m;wos
Bangladeshi;Bangladeshi;CA;FR;6.200244837915879;LATIN;hamada ahmed;m;wos
Malays;Chinese;US;SG;5.7860261409096205;LATIN;hoong lim;m;wos
Thai;Thai;TH;TH;4.005735697469817;LATIN;artit ridluan;m;wos
Korean;Korean;NZ;NZ;7.873169941414924;LATIN;jeonggi kim;m;wos
German;German;DE;GB;4.3113087367323;LATIN;joerg schneider;m;wos
Chinese;Chinese;CN;CN;4.53669604970454;LATIN;xueni zhao;m;wos
Korean;Korean;CA;CA;4.3142753430333265;LATIN;hyun myung jang;m;wos
Flemish;French;BE;BE;3.5522848747260265;LATIN;dries torbeyns;m;wos
Italian;Jewish;IT;IT;4.790674396910127;LATIN;gaudenzio meneghesso;m;wos
Pakistanese;Pakistanese;PK;PK;3.762823728292706;LATIN;wadood hamad;m;wos
Portuguese;Spanish;BR;VE;5.9600707798678;LATIN;ederson nascimento;m;wos
Korean;Korean;US;US;7.2058363952185465;LATIN;jeong gu lee;m;wos
Swedish;Jewish;SE;SE;3.5271321218682337;LATIN;matts linder;m;wos
Korean;Korean;NZ;NZ;4.838138124322018;LATIN;hyun gyoo shin;m;wos
Indian;Pakistanese;IN;IN;2.981888399741217;LATIN;jubin jose;m;wos
Indian;Pakistanese;IN;IN;3.4748075002011403;LATIN;sanjib gogoi;m;wos
Iranian;Jewish;IR;IR;4.252933424650513;LATIN;seyed abbas shojaosadati;m;wos
Korean;Korean;US;US;6.874932476139673;LATIN;myeong ok kim;m;wos
Dutch;Jewish;NL;NL;4.528841351835242;LATIN;wietse de boer;m;wos
Chinese;Chinese;CN;CN;4.115683226477349;LATIN;tiebing liu;m;wos
Indian;Estonian;IN;EE;2.472640739871609;LATIN;tonu lukk;m;wos
Indonesian;Indonesian;ID;ID;1.7172875771739602;LATIN;arta monjazeb;m;wos
Chinese;Chinese;CN;CN;4.489122653348046;LATIN;minqi li;m;wos
Indian;Armenian;IN;UA;-1.485751980236935;LATIN;natkunam ketheesan;m;wos
Japanese;Japanese;JP;JP;4.8206825909645685;LATIN;hirotake ishii;m;wos
Sudanese;Sudanese;US;SD;5.954365909271653;LATIN;kassab mohamed;m;wos
Bulgarian;Bulgarian;BG;US;5.873133254690024;LATIN;roumen zlatev;m;wos
German;HispanoLatino;US;US;1.1984985565627353;LATIN;schuyler korban;m;wos
Turkish;Armenian;TR;TR;3.5335650050181715;LATIN;ferda senel;m;wos
Japanese;Japanese;JP;JP;4.287985172120636;LATIN;keisho kataoka;m;wos
Polish;German;US;US;2.3424231121295294;LATIN;ferderic wrobel;m;wos
Korean;Korean;KR;KR;4.745701516590469;LATIN;hyunjoon song;m;wos
Jewish;Dutch;UA;NL;-0.04160628730560202;LATIN;aeilko zwinderman;m;wos
Malays;Mauritius;US;CA;1.1038842993280729;LATIN;boon hian loo;m;wos
Chinese;Chinese;CN;CN;4.520057290378793;LATIN;wenyuan zhu;m;wos
Bosniak;Bosniak;BA;BA;2.54310778605112;LATIN;sanin haveric;m;wos
Korean;Korean;KR;KR;3.215147332220893;LATIN;en tang kang;m;wos
Korean;Korean;US;US;7.065319901727924;LATIN;wonhoon lee;m;wos
Korean;Korean;NZ;NZ;6.737684042899097;LATIN;kyu tek park;m;wos
Indian;Pakistanese;IN;IN;2.427411780417498;LATIN;kaku tsuruzoe;m;wos
Indian;Sri Lankan;IN;US;0.26904713691438337;LATIN;surjith vottath;m;wos
Indian;Indian;IN;GB;0.40438930901487996;LATIN;rhiju das;m;wos
Korean;Korean;NZ;NZ;6.675232186885098;LATIN;minjoon park;m;wos
Mauritanian;Senegalese;MR;FR;1.9121980330260595;LATIN;chorng haur sow;m;wos
Malays;Chinese;MY;MY;3.876390411489985;LATIN;ariff bongso;m;wos
Iranian;Jewish;IR;IR;4.027927902707468;LATIN;payman moallem;m;wos
Japanese;Japanese;JP;JP;4.1796577092326235;LATIN;shokei kim-mitsuyama;m;wos
Japanese;Japanese;JP;JP;3.800236260624645;LATIN;shigeomi chono;m;wos
Bangladeshi;Bangladeshi;GB;CA;7.532506395389057;LATIN;faruque ahmed;m;wos
Japanese;Japanese;JP;JP;4.8405539760529335;LATIN;tatsuaki nakanishi;m;wos
Indian;Pakistanese;IN;IN;3.9107071173233883;LATIN;diwakar dinesh;m;wos
Spanish;Portuguese;CR;CR;4.075212035121623;LATIN;olman quiros madrigal;m;wos
Japanese;Japanese;JP;JP;4.756789904002961;LATIN;fumiki yoshihara;m;wos
Indian;Pakistanese;IN;IN;3.3833292441531446;LATIN;debraj nath;m;wos
Chinese;Chinese;CN;CN;4.064292536665956;LATIN;yingjia shen;m;wos
Turkish;Armenian;TR;TR;3.8273937343755935;LATIN;nihat kalay;m;wos
Algerian;Niger;DZ;NE;3.3042474023007458;LATIN;yacin ameur;m;wos
Chinese;Chinese;HK;HK;2.159686848392815;LATIN;sze ki luk;m;wos
Jewish;Ukrainian;US;US;0.7679019921266094;LATIN;leeor kronik;m;wos
Turkish;Armenian;TR;TR;4.325081659922412;LATIN;dogan demirhan;m;wos
Korean;Korean;KR;KR;4.54536669598178;LATIN;sangik moon;m;wos
Thai;Thai;TH;US;0.2911859255207605;LATIN;anukorn phuruangrat;m;wos
Chinese;Chinese;CN;CN;4.331809847976282;LATIN;rumin yang;m;wos
Flemish;French;BE;BE;5.026073368452798;LATIN;dries dobbelaere;m;wos
Zimbabwean;Tanzanian;ZW;TZ;-0.6743070543621527;LATIN;edson hyidu mizobutsi;m;wos
Bangladeshi;Bangladeshi;BD;BD;5.179233417374745;LATIN;mehedi masud;m;wos
Japanese;Japanese;JP;JP;4.368568585365616;LATIN;yasuro kadono;m;wos
Chinese;Chinese;SG;SG;5.325134417757255;LATIN;jee hian tan;m;wos
Indian;Pakistanese;IN;IN;4.010892882331741;LATIN;sasidhar varanasi;m;wos
Japanese;Japanese;JP;JP;3.929704286197752;LATIN;teiji sota;m;wos
Japanese;Japanese;JP;JP;2.1349223309976852;LATIN;morie gertz;m;wos
British;HispanoLatino;US;US;1.1534119057879515;LATIN;robb brumfield;m;wos
Greek;Greek;CY;CY;2.673528159172317;LATIN;emilios pakos;m;wos
Iranian;Jewish;IR;IR;4.427161449019414;LATIN;fereydoun hormozdiari;m;wos
Greek;Greek;GR;GR;4.576768965272;LATIN;giorgos metsios;m;wos
Dutch;Jewish;NL;NL;5.1007215638821295;LATIN;gijsbertus de with;m;wos
Chinese;Chinese;FR;FR;3.9562524546339684;LATIN;ruoting yang;m;wos
Chinese;Chinese;CN;CN;3.4063122724638206;LATIN;mingang ying;m;wos
Turkish;Armenian;TR;TR;4.9699992026418025;LATIN;kutay cakiroglu;m;wos
Ugandan;Irish;UG;US;2.01237917499639;LATIN;rogers leonard;m;wos
Japanese;Japanese;JP;JP;4.596902093668182;LATIN;atsuhiko shinmyo;m;wos
Ugandan;Nigerian;UG;NG;3.942211764187399;LATIN;umaru bangura;m;wos
Spanish;Portuguese;MX;MX;3.7932307557282288;LATIN;ausencio azuara-dominguez;m;wos
Japanese;Japanese;JP;JP;3.7981597030942025;LATIN;kinya nagata;m;wos
Ethiopian;Eritrea;ET;ER;4.991096991976309;LATIN;abebaw jemere;m;wos
Chinese;Chinese;CN;CN;3.8736139744781695;LATIN;qingli cheng;m;wos
Greek;Greek;GR;GR;4.635909665674885;LATIN;haralampos milionis;m;wos
Chinese;Chinese;CN;CN;4.557368096286224;LATIN;sicheng li;m;wos
Czech;Jewish;CZ;CZ;5.987651273573682;LATIN;vlastimil dohnal;m;wos
Korean;Korean;CA;CA;5.665733445121098;LATIN;tai hyoung cho;m;wos
Italian;Jewish;IT;IT;3.8901280430257983;LATIN;ivano bertini;m;wos
Japanese;Japanese;JP;JP;4.3040823775654005;LATIN;yukihide tomari;m;wos
Thai;Thai;TH;TH;5.234837052962567;LATIN;pongsak holimchayachotikul;m;wos
Turkish;Azerbaijani;TR;AZ;3.2817346851151417;LATIN;rasim ceylantekin;m;wos
Italian;Jewish;IT;IT;3.896070247486603;LATIN;lello zolla;m;wos
Indonesian;Indonesian;ID;ID;1.6184837645374537;LATIN;arin tomruk;m;wos
Indian;Pakistanese;IN;IN;3.502809918294814;LATIN;jibitesh dutta;m;wos
Norwegian;Norwegian;NO;NO;4.642166202240007;LATIN;leiv sandvik;m;wos
Chinese;Chinese;CN;CN;3.3902484624996947;LATIN;dalei wu;m;wos
Korean;Korean;KR;KR;1.0163667580686842;LATIN;suk in noh;m;wos
Italian;Jewish;IT;IT;3.6363700803148578;LATIN;mariastella colomba;f;wos
Indian;Pakistanese;IN;IN;3.370964875090647;LATIN;paari murugan;m;wos
Korean;Korean;GB;GB;6.433671269543058;LATIN;younho jung;m;wos
Chinese;Chinese;CN;CN;2.2492081922905727;LATIN;zen kouchi;m;wos
Indian;Pakistanese;IN;IN;3.7215765202572686;LATIN;arumugam sudalai;m;wos
Turkish;Armenian;TR;AM;0.9998113702128016;LATIN;vamik volkan;m;wos
Chinese;Chinese;TW;TW;4.704118417265966;LATIN;hann chorng kuo;m;wos
Korean;Korean;NZ;NZ;7.477051084170562;LATIN;kyung sub kim;m;wos
Japanese;Japanese;JP;GB;4.2515176658167055;LATIN;mitsuhisa sato;m;wos
Chinese;Chinese;CN;CN;3.8329687576925178;LATIN;xiongzhi wu;m;wos
Ukrainian;Irish;UA;GB;-1.1887989595175943;LATIN;tymish ohulchanskyy;m;wos
Korean;Korean;KR;KR;3.484039690555175;LATIN;jong hyeon peck;m;wos
Nigerian;AfricanAmerican;NG;US;5.972143484218818;LATIN;temidayo ogundiran;m;wos
Korean;Korean;KR;KR;4.41477835330833;LATIN;juseok hong;m;wos
Japanese;Japanese;JP;JP;4.30788490605384;LATIN;tomotoshi marumoto;m;wos
Iranian;Jewish;IR;IR;4.025799909941672;LATIN;shirzad nasiri;m;wos
Iranian;Jewish;IR;IR;4.157585353337973;LATIN;maziar karamnejad;m;wos
Egyptian;Egyptian;EG;EG;3.114545382763787;LATIN;sherin boctor;u;wos
Chinese;Chinese;CN;CN;1.4955785076242687;LATIN;huapu pan;m;wos
Greek;Greek;GR;GR;3.302541259568584;LATIN;danos christodoulou;m;wos
Indian;Pakistanese;IN;IN;1.0191474809300267;LATIN;kasim bajrovic;m;wos
Indian;Indian;IN;GB;1.7706407717671842;LATIN;kurinchi selvan gurusamy;m;wos
Egyptian;Filipino;GB;PH;4.831658283843726;LATIN;arnel ismail;m;wos
British;AfricanAmerican;NZ;US;2.7438990768101448;LATIN;clarke taylor;m;wos
Indian;Pakistanese;IN;IN;3.648956991137582;LATIN;ranendu ghosh;m;wos
Egyptian;Egyptian;EG;EG;3.567380763073273;LATIN;bahaa malaeb;m;wos
Korean;Korean;KR;KR;4.771791178956215;LATIN;hyungkyu han;m;wos
Korean;Korean;US;US;7.168926111405377;LATIN;jeong zoo lee;m;wos
Indian;Indian;IN;CA;4.091226809769164;LATIN;tejpal gupta;m;wos
Bangladeshi;Bangladeshi;BD;GB;1.8388993851081787;LATIN;refaul ferdous;m;wos
Chinese;Chinese;CN;CN;3.907766873323237;LATIN;xiongwu kang;m;wos
Japanese;Japanese;JP;JP;4.385996019517997;LATIN;nobutoshi kiba;m;wos
Chinese;Chinese;CN;CN;3.642981358937608;LATIN;haiteng deng;m;wos
Austrian;German;US;DE;4.8641125431592025;LATIN;diedrich schmidt;m;wos
Turkish;Armenian;TR;TR;4.756321599391373;LATIN;ceyhun bozkurt;m;wos
German;German;DE;GB;4.539080359185759;LATIN;juergen gerlach;m;wos
Spanish;Jewish;CL;CL;3.2383721952952054;LATIN;ebner azuara;m;wos
Chinese;Chinese;CN;CN;1.5707629354272994;LATIN;yakai feng;m;wos
Indian;Indian;IN;US;2.0062723038983;LATIN;subenoy chakraborty;m;wos
Egyptian;Sudanese;EG;SD;4.5641476923272695;LATIN;magdi el-sayed;m;wos
Jewish;Russian;RU;RU;1.2828713057895116;LATIN;juri rappsilber;m;wos
Japanese;Japanese;JP;JP;3.9287162437994123;LATIN;setuko masunari;m;wos
Turkish;Armenian;TR;TR;4.556089619908957;LATIN;olcay hisar;m;wos
Spanish;French;VE;VE;-1.9772360171846528;LATIN;otlis sampimon;m;wos
German;Jewish;DE;DE;3.935250327148363;LATIN;vinzent rolny;m;wos
Portuguese;Portuguese;US;PT;1.1107911273357314;LATIN;osny ferreira junior;m;wos
British;HispanoLatino;US;US;1.419334446553992;LATIN;rockford draper;m;wos
Estonian;Russian;EE;EE;5.029936617052715;LATIN;tiit nilson;m;wos
Turkish;Armenian;TR;TR;3.841599384371947;LATIN;yakup kordan;m;wos
Irish;British;GB;GB;1.586969047639578;LATIN;dent earl;m;wos
Turkish;Armenian;TR;TR;5.035034517576765;LATIN;ertugrul gunturk;m;wos
Dutch;Jewish;NL;NL;5.215321695524344;LATIN;onno kranenburg;m;wos
Indian;South African;IN;ZA;1.2794643438489142;LATIN;badugu devendar;m;wos
Iranian;Iranian;IR;US;2.8676203203955133;LATIN;abolfazl (kouros) mohammadian;m;wos
Iranian;Jewish;IR;IR;4.434513940656816;LATIN;abdolrahman emamzadeh;m;wos
Nigerian;AfricanAmerican;NG;US;5.630211310632832;LATIN;ejiofor ezekwe;m;wos
Japanese;Japanese;JP;JP;4.5079032991160215;LATIN;tooru atake;m;wos
Turkish;Turkish;TR;GB;4.507498174890894;LATIN;celal kilic;m;wos
Korean;Korean;GB;GB;5.233353773290636;LATIN;ik hyun cho;m;wos
Japanese;Japanese;JP;JP;4.751650055204128;LATIN;mitsuhisa fujimaki;m;wos
Chinese;Chinese;TW;TW;5.6289977997245;LATIN;jingchi chen;m;wos
Iranian;Jewish;IR;IR;3.7576210236837992;LATIN;mazyar ziyaeyan;m;wos
Pakistanese;Spanish;PK;MX;2.5145243060738056;LATIN;gibran hemani;m;wos
Japanese;Japanese;JP;JP;4.600701309227191;LATIN;keiju takahashi;m;wos
Kenyan;Zimbabwean;KE;ZW;6.028952452571577;LATIN;ephantus muturi;m;wos
Indian;Pakistanese;IN;IN;3.872756031123529;LATIN;biplab sanyal;m;wos
Japanese;Japanese;JP;JP;4.024216295442594;LATIN;tadaaki ban-nai;m;wos
Turkish;Armenian;TR;TR;4.8477814276951285;LATIN;selamettin demir;m;wos
Indian;Indian;IN;US;0.5610948346435897;LATIN;raksh jasra;m;wos
AfricanAmerican;HispanoLatino;US;US;1.1336079769419494;LATIN;jovonni spinner;m;wos
Korean;Korean;KR;KR;3.9554783064818153;LATIN;insu paek;m;wos
Egyptian;Egyptian;US;EG;2.982143034050429;LATIN;aymn rashad;m;wos
Japanese;Japanese;JP;JP;5.048437818771742;LATIN;torahiko yamaguchi;m;wos
Japanese;Japanese;JP;JP;4.99145806748922;LATIN;nobutoshi morimoto;m;wos
Korean;Korean;NZ;NZ;7.240011691482994;LATIN;sungjin kim;m;wos
Iranian;Jewish;IR;IR;4.36309652003992;LATIN;abasali gheisari;m;wos
Nigerian;Beninese;NG;BJ;6.049798786831517;LATIN;taofeek olabode;m;wos
Korean;Korean;GB;GB;7.181066736196103;LATIN;bumsang kim;m;wos
Dutch;Jewish;NL;NL;3.5459915024380257;LATIN;arend bonen;m;wos
Chinese;Chinese;CN;CN;3.3274258829567294;LATIN;weihe han;m;wos
Chinese;Chinese;US;US;0.8190098612342013;LATIN;desirazu rao;m;wos
Japanese;Japanese;JP;JP;4.549836106643408;LATIN;teruki motohashi;m;wos
Chinese;Chinese;CN;CN;4.040998378155443;LATIN;tianqiang song;m;wos
Pakistanese;Pakistanese;US;NZ;4.931580424612807;LATIN;firosh khan;m;wos
Thai;Chinese;TH;TT;2.2196899260854868;LATIN;weerah wongkham;m;wos
Bangladeshi;Bangladeshi;US;GB;4.335041334052272;LATIN;shariff kabir;m;wos
Korean;Korean;GB;GB;5.07327452305682;LATIN;won seung cho;m;wos
Spanish;Filipino;PH;PH;4.47739287114436;LATIN;honesto poblete;m;wos
Dutch;Jewish;NL;NL;4.7730745058660045;LATIN;jacco van rheenen;m;wos
Korean;Korean;NZ;NZ;7.318501795901349;LATIN;jung bong kim;m;wos
Flemish;French;BE;BE;4.017927921486126;LATIN;dries bonte;m;wos
Ethiopian;Lebanese;ET;LB;3.6964832774982064;LATIN;manale ouakki;u;wos
Chinese;Chinese;GB;GB;1.2752250051478025;LATIN;shuizhou cai;u;wos
Botswana;Senegalese;BW;US;-0.8835230993495576;LATIN;kasame thipo;u;wos
Korean;Korean;NZ;NZ;6.8454155754026615;LATIN;wonbaek kim;u;wos
Chinese;Chinese;CN;CN;3.5277211004194235;LATIN;fanyu ning;u;wos
Thai;Thai;TH;TH;4.9268897526429365;LATIN;nantaporn kumsuk;u;wos
Thai;Thai;TH;TH;4.869402025634939;LATIN;duangta kanjanapothi;u;wos
British;British;GB;AU;0.5632496284466657;LATIN;melysia mccalman;u;wos
Japanese;Japanese;GB;US;2.1219939040738853;LATIN;sanemasa ishida;u;wos
Indian;Indian;IN;GB;2.090521769688797;LATIN;neelaiah siddaraju;u;wos
Dutch;Dutch;NL;US;2.0677877667481126;LATIN;berniek hesselink;u;wos
Chinese;Chinese;TW;TW;5.4588050944142665;LATIN;nengzhi chen;u;wos
Korean;Korean;GB;GB;5.444473382046364;LATIN;yoonsu cho;u;wos
Indonesian;Iranian;ID;US;-2.0149948796043;LATIN;meilikemu masaidi;u;wos
Chinese;Chinese;CN;CN;3.5261335176326813;LATIN;yasheng yan;u;wos
Chinese;Chinese;CN;CN;0.8303766479758751;LATIN;leixiang bian;u;wos
Japanese;Japanese;JP;JP;4.443851442824059;LATIN;shoujiro ogawa;u;wos
Norwegian;Norwegian;NO;NO;4.204180091576708;LATIN;steingrim svenning;u;wos
Chinese;Chinese;CN;CN;3.7728418191408335;LATIN;xinyou yu;u;wos
Korean;Korean;GB;GB;6.679195024538584;LATIN;youngkue choi;u;wos
Japanese;Japanese;JP;JP;4.279666693418437;LATIN;akiomi ushida;u;wos
Korean;Korean;NZ;NZ;5.870254551147445;LATIN;mee ree kim;u;wos
Japanese;Japanese;JP;JP;4.1656477774949385;LATIN;takatsune narumi;u;wos
Chinese;Chinese;TW;TW;2.3344608152904844;LATIN;sheau chiou chao;u;wos
Chinese;Chinese;CN;CN;1.0286715434941396;LATIN;aicong geng;u;wos
Vietnamese;Vietnamese;US;VN;1.094452998887083;LATIN;gee yeng tien;u;wos
Korean;Korean;KR;KR;4.336872205429232;LATIN;sungryul yun;u;wos
Chinese;Chinese;SG;SG;4.965261636452554;LATIN;xiaodai lim;u;wos
Moroccan;Moroccan;MA;MA;4.488562136539062;LATIN;laaziza ben khaled;u;wos
Chinese;Chinese;CN;CN;3.0474424884370297;LATIN;gencheng han;u;wos
Chinese;Chinese;CN;CN;-1.0148887095187245;LATIN;runqian sui;u;wos
Chinese;Chinese;FR;FR;4.00788419867344;LATIN;yueheng yang;u;wos
Korean;Korean;GB;GB;5.611590493071074;LATIN;ealmaan kim;u;wos
Thai;Thai;TH;TH;4.8032554354982135;LATIN;doungporn amornlerdpison;u;wos
Korean;Korean;US;US;7.216068080498056;LATIN;yeol lee;u;wos
Japanese;Japanese;JP;JP;4.85411516451764;LATIN;hironaga kuwahara;u;wos
Polish;Jewish;PL;IL;0.6682397421791404;LATIN;arkadfusz szterk;u;wos
Korean;Korean;GB;GB;4.88533167310918;LATIN;soo muk cho;u;wos
Korean;Korean;KR;KR;4.425619258362056;LATIN;yoonsu nam;u;wos
Egyptian;Egyptian;EG;EG;4.565828428499301;LATIN;shereif el-basyuoni;u;wos
Sri Lankan;Sri Lankan;LK;GB;0.8101817169941488;LATIN;yumushan gunay;u;wos
Chinese;Chinese;CN;CN;2.971855423767721;LATIN;kunshou zhu;u;wos
Turkish;Turkish;TR;GB;0.7855644709599238;LATIN;nigun tanriverdi;u;wos
Chinese;Chinese;NZ;NZ;3.4293354937991265;LATIN;suoyan liu;u;wos
Chinese;Chinese;VE;VE;3.218290022151785;LATIN;chew wun wu;u;wos
Chinese;Chinese;CN;CN;5.5062326264262405;LATIN;xingxian zhang;u;wos
Bahrani;Bahrani;BH;US;5.904346973094556;LATIN;khorrum abdulla;u;wos
Chinese;Chinese;CN;CN;3.4644959688359203;LATIN;shanchao hong;u;wos
Chinese;Chinese;CN;CN;4.325190673815149;LATIN;zhongji meng;u;wos
Ukrainian;Iranian;GB;IR;-1.7608317317962574;LATIN;ihoezo ekhato;u;wos
Chinese;Chinese;CN;CN;1.20860589054333;LATIN;mingce long;u;wos
Chinese;Chinese;TW;TW;5.518890981864916;LATIN;hengxi chen;u;wos
Algerian;Jewish;DZ;DZ;4.095936667545185;LATIN;mokdad mezna;u;wos
Pakistanese;Indian;IN;IN;2.2701132076258697;LATIN;lelin pan;u;wos
Chinese;Chinese;CN;CN;1.5223277760237466;LATIN;youhu fan;u;wos
Chinese;Chinese;CN;CN;4.545857760304462;LATIN;xianxue liu;u;wos
Indian;HispanoLatino;IN;US;1.040084765681952;LATIN;tejencer thakur;u;wos
Chinese;Chinese;CN;CN;4.409208481113385;LATIN;lianhe li;u;wos
Chinese;Chinese;CN;CN;3.72788071810477;LATIN;yaochi liu;u;wos
Iranian;Indian;IR;IN;1.7786072115106801;LATIN;mahboobe ghorbani ravandi;u;wos
Indian;Pakistanese;IN;IN;4.0783507045098375;LATIN;sukalyan purkayastha;u;wos
Polish;Hungarian;NZ;HU;1.5346981235473007;LATIN;sz harangi;u;wos
Bangladeshi;Iranian;US;IR;1.5911959005857848;LATIN;ranjpour reza;u;wos
Korean;Korean;KR;KR;3.845489511172224;LATIN;wansoo huh;u;wos
Indian;Pakistanese;IN;IN;3.6728833224572672;LATIN;uppalaiah kusampally;u;wos
Chinese;Chinese;CN;CN;4.27725893468842;LATIN;haixiu yang;u;wos
Chinese;Chinese;CN;CN;5.1349637185252055;LATIN;shanzhi wang;u;wos
Spanish;Spanish;MX;ES;0.5987936838301665;LATIN;thiberio castelo;u;wos
Korean;Korean;KR;KR;4.6042407589650125;LATIN;chulhun kang;u;wos
Korean;Korean;US;US;7.560460098033898;LATIN;geungjoo lee;u;wos
Turkish;Armenian;TR;TR;4.0112874372710685;LATIN;gurses sahin;u;wos
Thai;Cambodian;TH;KH;-2.464400855527726;LATIN;jiemjai kreasuwun;u;wos
Thai;Jewish;TH;;0.2986592761237541;LATIN;nuchnapa tangboriboon;u;wos
Chinese;Chinese;CN;CN;4.171507608326909;LATIN;zhaosen xie;u;wos
Malays;Malays;SG;MY;1.43032275408607;LATIN;chyekhoon poh;u;wos
Japanese;Japanese;GB;NZ;3.361965316859433;LATIN;terutoyo yoshida;u;wos
Korean;Korean;US;US;2.7384493612738754;LATIN;do suk han;u;wos
Indian;Indian;IN;US;1.87754360757572;LATIN;vedantarn rajshekhar;u;wos
Iraqi;Pakistanese;IQ;GB;1.6702340560657691;LATIN;luaay aziz;u;wos
Korean;Korean;KR;KR;2.2994113923905863;LATIN;geunwoong yun;u;wos
Indian;Pakistanese;IN;IN;3.5450025722144143;LATIN;gangotri pemawat;u;wos
Indian;Pakistanese;IN;IN;2.861718123555708;LATIN;kajor maciej;u;wos
Ghanaian;Nigerian;GH;NG;-0.9703975834418648;LATIN;ezeiny ebeed;u;wos
Somalia;Somalia;CA;GB;-0.9502711765585776;LATIN;utan jamjai;u;wos
Rwandese;Ivoirien;RW;CI;-0.488791874727158;LATIN;ciriaque sia;u;wos
Chinese;Chinese;TW;TW;4.565863411366381;LATIN;jye lin hsu;u;wos
Spanish;Spanish;MX;ES;1.6987621046028316;LATIN;oreina orrantia albizu;u;wos
Chinese;Chinese;VE;VE;3.8860269587738947;LATIN;bangming tang;u;wos
Indian;Pakistanese;IN;GB;-2.837172150188576;LATIN;chuti on kanwatanakid-savini;u;wos
Chinese;Chinese;NZ;NZ;2.0094057642937826;LATIN;weicui ding;u;wos
German;Jewish;CL;CL;-0.4701369581012289;LATIN;oezguel guen;u;wos
Iranian;Jewish;IR;IR;4.072091532221176;LATIN;sabrieh ghasemi;u;wos
Vietnamese;Vietnamese;US;GB;7.073972048567391;LATIN;khanh pham;u;wos
Japanese;Japanese;JP;GB;0.5249316573695677;LATIN;shimeru kamihira;u;wos
Niger;Turkish;NE;TR;-1.9330895039635432;LATIN;huelague kaptan;u;wos
Korean;Korean;KR;KR;2.0908996510509383;LATIN;whajin hyun;u;wos
Slovanian;Turkish;US;TR;-2.21888615008327;LATIN;oemuer kasimcan;u;wos
Turkish;Armenian;TR;TR;4.007567406130704;LATIN;halide tuna;u;wos
Thai;Thai;TH;TH;4.549431457995088;LATIN;mantana nualchareon;u;wos
Malays;Malays;CA;NZ;5.947998516962062;LATIN;biing teo wong;u;wos
Chinese;Chinese;TW;TW;5.628704805432544;LATIN;lianyun chen;u;wos
Italian;Jewish;IT;IT;4.077774910041346;LATIN;maria grazia fumo;f;wos
Italian;Portuguese;AR;AR;-0.1343663788073198;LATIN;elida nora ferri;f;wos
Italian;Jewish;IT;IT;4.4352376651756975;LATIN;elisabetta maiolini;f;wos
Irish;British;US;US;2.457965593753096;LATIN;barbara shinn-cunningham;f;wos
Turkish;Armenian;TR;TR;4.9257484953620985;LATIN;senem erdogmus;f;wos
